CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO
19;LC;140811;A;30;0;;2.03832;0.76702;0.24521;AZUL;1281;;0
10;LC;14713;E;15;0;;1.29568;1.21007;0.14848;AZUL;1281;;0
9;LC;141467;E;22;0;;2.80475;0.9347;0.17052;AMARELA;1282;;0
33;LC;140878;D;28;0;;2.15451;0.45326;0.16205;AMARELA;1286;;0
138;MT;125990;A;23;0;;2.71883;1.96573;0.12171;AMARELA;1256;;0
143;MT;141513;A;20;0;;1.72676;0.3783;0.17229;LEITOR TELA;1220;;0
166;MT;117730;A;30;0;;2.16697;2.85932;0.07989;LARANJA;1258;;1
156;MT;24523;A;28;0;;2.68656;2.50464;0.12713;LARANJA;1218;;1
173;MT;81946;C;26;0;;1.52639;1.16539;0.05545;LARANJA;1218;;1
169;MT;125929;B;9;0;;1.58702;2.1908;0.24232;LARANJA;1218;;1
164;MT;14389;A;15;0;;0.96035;1.52433;0.14823;VERDE;1219;;0
163;MT;81742;E;2;0;;1.63418;1.34475;0.13956;VERDE;1219;;0
171;MT;141567;D;24;0;;1.18793;1.75696;0.15183;ROSA;1213;;0
76;CH;141350;A;12;0;;1.97882;2.37904;0.24518;LARANJA;1198;;1
84;CH;140214;D;9;0;;1.22847;0.57309;0.22441;VERDE;1199;;0
79;CH;141123;D;3;0;;0.76651;1.69321;0.09277;VERDE;1199;;0
59;CH;141388;C;24;0;;1.83018;0.5613;0.10742;LEITOR TELA;1200;;0
44;LC;40390;A;22;0;;2.71986;-1.03297;0.01557;AZUL;1201;;0
23;LC;141260;A;12;0;;1.74835;0.77042;0.16206;AMARELA;1202;;0
20;LC;140944;E;15;0;;1.74817;1.91976;0.19926;LARANJA;1207;;0
16;LC;141214;A;13;0;;2.36405;0.00914;0.19662;LARANJA;1207;;0
14;LC;141260;A;12;0;;1.74835;0.77042;0.16206;LARANJA;1207;;0
102;CN;48641;C;24;0;;3.37503;1.55583;0.25041;AZUL;1221;;0
99;CN;89769;D;30;0;;2.21757;2.35841;0.11592;AZUL;1221;;0
114;CN;54162;C;1;0;;0.82835;2.06704;0.0603;ROSA;1223;;0
112;CN;82333;A;22;0;;2.71433;1.9822;0.05932;ROSA;1223;;0
1;LC;140652;E;5;0;;1.55494;0.70223;0.21103;ROSA;1283;1;0
5;LC;140614;C;8;0;;2.25894;1.00728;0.17726;ROSA;1283;0;0
116;CN;82446;A;23;0;;2.66863;2.35839;0.05501;VERDE;1229;;0
2;LC;140736;D;8;0;;2.40685;0.91466;0.10159;LARANJA;1208;0;1
90;CH;140440;E;16;0;;2.59177;-0.2033;0.17587;VERDE;1311;;0
86;CH;140534;D;6;0;;2.79594;0.44013;0.15523;VERDE;1311;;0
62;CH;63635;C;1;0;;0.71667;1.29861;0.03594;VERDE;1311;;0
140;MT;82009;D;2;0;;1.97365;0.14531;0.19547;ROSA;1293;;0
80;CH;95744;C;15;0;;2.88236;0.7685;0.1722;VERDE;1311;;0
120;CN;83552;D;7;0;;2.40735;1.62185;0.13073;ROSA;1226;;0
90;CH;140588;B;28;0;;2.21675;0.28898;0.20874;AMARELA;1275;;0
66;CH;141017;D;7;0;;2.01061;1.68198;0.19435;AMARELA;1275;;0
59;CH;141388;C;24;0;;1.83018;0.5613;0.10742;VERDE;1312;;0
2;LC;140729;C;6;0;;1.52132;1.43573;0.2144;LARANJA;1287;1;0
5;LC;140614;C;8;0;;2.25894;1.00728;0.17726;LARANJA;1287;0;0
178;MT;84857;C;3;0;;2.39559;1.53865;0.11866;VERDE;1315;;0
92;CN;60332;E;10;0;;3.39558;1.60649;0.08851;LARANJA;1227;;0
130;CN;84422;D;4;0;;1.25458;0.14732;0.00556;LARANJA;1228;;1
112;CN;82333;A;22;0;;2.71433;1.9822;0.05932;LARANJA;1228;;1
110;CN;117866;B;10;0;;2.33748;1.77344;0.10811;LARANJA;1228;;1
110;CN;11543;E;12;0;;1.97133;0.18515;0.1645;AMARELA;1305;;0
57;CH;140157;E;12;0;;3.11132;-0.20743;0.2064;LARANJA;1278;;1
51;CH;141354;B;3;0;;1.93619;-0.42999;0.19883;LARANJA;1238;;1
104;CN;60978;B;25;0;;1.85476;1.5224;0.17445;AZUL;1221;;0
103;CN;82754;D;16;0;;1.76985;1.97126;0.14344;AZUL;1221;;0
119;CN;83558;E;21;0;;1.52403;0.95966;0.15221;AMARELA;1222;;0
116;CN;60332;E;10;0;;3.39558;1.60649;0.08851;AMARELA;1222;;0
131;CN;83378;B;3;0;;1.92829;-1.14947;0.20133;ROSA;1223;;0
147;MT;40387;D;17;0;;2.22187;1.36509;0.13859;ROSA;1293;;0
54;CH;118069;B;17;0;;1.626;1.23129;0.18301;AMARELA;1272;;0
36;LC;140848;B;19;0;;1.22583;0.23244;0.19294;ROSA;1283;;0
32;LC;141450;A;2;0;;2.53799;0.9971;0.24444;ROSA;1283;;0
66;CH;141142;D;30;0;;3.20901;-0.05645;0.29486;VERDE;1312;;0
61;CH;141106;E;5;0;;3.29734;1.19128;0.15604;VERDE;1312;;0
175;MT;117594;D;14;0;;2.85622;2.39663;0.21409;ROSA;1293;;0
170;MT;38236;B;25;0;;1.75186;2.53912;0.16611;ROSA;1293;;0
95;CN;48492;B;28;0;;1.03631;2.13278;0.24911;AZUL;1221;;0
128;CN;63155;D;26;0;;3.97972;1.34607;0.24211;AMARELA;1222;;0
11;LC;141005;B;1;0;;1.75502;-0.00715;0.20829;ROSA;1283;;0
134;CN;48492;B;28;0;;1.03631;2.13278;0.24911;ROSA;1226;;0
88;CH;140184;B;23;0;;2.24911;0.26187;0.21039;ROSA;1274;;0
67;CH;141050;A;26;0;;2.73781;1.71743;0.23395;AMARELA;1275;;0
33;LC;140918;A;26;0;;2.96562;0.57507;0.16642;VERDE;1314;;0
21;LC;140885;A;15;0;;3.32492;0.4163;0.18782;VERDE;1314;;0
111;CN;60037;B;9;0;;3.05374;1.81691;0.33738;ROSA;1226;;0
47;CH;140499;B;30;0;;1.53812;0.12887;0.18969;VERDE;1312;;0
50;CH;141007;A;5;0;;2.36915;-0.20871;0.19363;AMARELA;1235;;0
46;CH;140165;B;1;0;;1.08066;0.19929;0.20308;AMARELA;1236;;0
17;LC;141406;D;29;0;;2.58466;2.6116;0.171;LARANJA;1287;;0
90;CH;140588;B;28;0;;2.21675;0.28898;0.20874;LARANJA;1237;;0
85;CH;140548;C;29;0;;3.00594;-0.06348;0.20314;LARANJA;1237;;0
42;LC;140926;D;26;0;;1.95105;-0.13372;0.19557;AMARELA;1246;;0
40;LC;141467;E;22;0;;2.80475;0.9347;0.17052;AMARELA;1246;;0
96;CN;85436;E;29;0;;1.56816;1.75342;0.18632;VERDE;1318;;0
151;MT;53460;C;26;0;;2.93674;0.49751;0.15129;LEITOR TELA;1300;;0
150;MT;44285;E;8;0;;2.94723;2.87386;0.06733;LEITOR TELA;1300;;0
45;LC;15026;D;14;0;;1.85867;0.9812;0.24537;LARANJA;1248;;1
102;CN;117828;B;19;0;;2.80401;1.5881;0.34028;CINZA;1303;;0
100;CN;14425;A;30;0;;1.15501;0.25068;0.12671;CINZA;1303;;0
96;CN;78962;C;26;0;;3.54791;0.5346;0.18023;CINZA;1303;;0
83;CH;141354;B;3;0;;1.93619;-0.42999;0.19883;AZUL;1271;;0
160;MT;125914;D;24;0;;1.7035;1.0704;0.1698;AMARELA;1296;;0
144;MT;64151;E;2;0;;2.19283;2.05125;0.07643;AMARELA;1296;;0
144;MT;64151;E;2;0;;2.19283;2.05125;0.07643;LARANJA;1297;;0
143;MT;117727;A;11;0;;2.49104;3.01094;0.08231;LARANJA;1297;;0
138;MT;125990;A;23;0;;2.71883;1.96573;0.12171;LARANJA;1297;;0
57;CH;87223;B;3;0;;2.00691;2.05587;0.29477;AMARELA;1232;;0
77;CH;141044;C;2;0;;3.33701;0.2793;0.20318;BRANCA;1233;;0
63;CH;141122;D;11;0;;2.6472;0.15404;0.18491;BRANCA;1233;;0
76;CH;26296;E;19;0;;1.8315;0.44019;0.19555;ROSA;1234;;0
72;CH;141313;A;9;0;;1.73459;1.11117;0.2438;ROSA;1234;;0
144;MT;64151;E;2;0;;2.19283;2.05125;0.07643;LARANJA;1257;;0
72;CH;141313;A;9;0;;1.73459;1.11117;0.2438;AMARELA;1235;;0
68;CH;140544;C;6;0;;3.93201;1.29457;0.20117;AMARELA;1235;;0
67;CH;141050;A;26;0;;2.73781;1.71743;0.23395;AMARELA;1235;;0
175;MT;117594;D;14;0;;2.85622;2.39663;0.21409;LEITOR TELA;1260;;0
167;MT;82327;B;21;0;;2.37767;2.75304;0.28057;LEITOR TELA;1260;;0
159;MT;28543;D;16;0;;1.5737;0.99995;0.19925;LARANJA;1298;;1
157;MT;117596;B;5;0;;1.88551;3.17516;0.20307;LARANJA;1298;;1
151;MT;53460;C;26;0;;2.93674;0.49751;0.15129;LARANJA;1298;;1
155;MT;111538;D;27;0;;1.56473;0.75949;0.32554;AMARELA;1256;;0
133;CN;66330;A;7;0;;1.0858;2.67412;0.10118;VERDE;1318;;0
179;MT;44285;E;8;0;;2.94723;2.87386;0.06733;AZUL;1251;;0
94;CN;10473;D;2;0;;1.71706;2.31394;0.30327;LARANJA;1267;;0
116;CN;7738;C;7;0;;1.71799;2.6143;0.11314;LEITOR TELA;1310;;0
145;MT;27119;D;19;0;;2.99818;0.86032;0.22079;LEITOR TELA;1220;;0
147;MT;40387;D;17;0;;2.22187;1.36509;0.13859;AMARELA;1255;;0
143;MT;117727;A;11;0;;2.49104;3.01094;0.08231;LARANJA;1258;;1
146;MT;53460;C;26;0;;2.93674;0.49751;0.15129;AZUL;1251;;0
143;MT;14812;D;20;0;;1.56944;-0.00093;0.11987;AMARELA;1252;;0
117;CN;97670;D;10;0;;1.79447;0.29152;0.16547;AZUL;1261;;0
114;CN;55705;D;14;0;;1.67571;0.34061;0.19471;AZUL;1261;;0
110;CN;13234;B;17;0;;1.03245;1.23487;0.12791;AZUL;1261;;0
101;CN;76380;D;21;0;;3.41659;1.65717;0.19066;AZUL;1261;;0
126;CN;14364;E;22;0;;1.30204;-0.26232;0.10055;AMARELA;1306;;0
117;CN;96496;B;17;0;;3.65573;1.2408;0.31288;AMARELA;1306;;0
113;CN;41122;C;15;0;;2.94887;0.69942;0.20571;AMARELA;1306;;0
111;CN;141760;D;13;0;;2.4239;1.19043;0.26425;AMARELA;1306;;0
122;CN;63407;C;20;0;;1.67788;1.97964;0.28897;LARANJA;1307;;0
120;CN;117828;B;19;0;;2.80401;1.5881;0.34028;LARANJA;1307;;0
119;CN;126559;B;18;0;;1.87573;2.07387;0.0786;LARANJA;1307;;0
116;CN;7738;C;7;0;;1.71799;2.6143;0.11314;LARANJA;1307;;0
114;CN;39162;C;16;0;;0.9516;1.07172;0.21936;LARANJA;1307;;0
104;CN;89506;E;8;0;;1.59807;2.0059;0.08163;LARANJA;1307;;0
137;MT;85504;B;21;0;;2.21375;1.82985;0.15414;ROSA;1216;;0
3;LC;140725;E;8;0;;2.69388;1.12425;0.13443;AZUL;1281;0;0
44;LC;141208;D;10;0;;2.30879;0.81162;0.16623;AMARELA;1282;;0
37;LC;140872;C;18;0;;1.31835;0.0769;0.19857;AMARELA;1282;;0
35;LC;141241;B;11;0;;1.67142;1.62234;0.24018;AMARELA;1282;;0
88;CH;140184;B;23;0;;2.24911;0.26187;0.21039;LEITOR TELA;1240;;0
69;CH;87839;A;9;0;;1.98671;1.12588;0.26402;LEITOR TELA;1240;;0
28;LC;141394;B;23;0;;1.70264;0.93679;0.19894;AZUL;1241;;0
26;LC;140848;B;19;0;;1.22583;0.23244;0.19294;AZUL;1241;;0
24;LC;140909;A;27;0;;2.0402;0.915;0.1813;AZUL;1241;;0
18;LC;9969;A;15;0;;1.20199;1.042;0.193;AZUL;1241;;0
13;LC;95315;E;9;0;;1.63827;-0.0426;0.13773;AZUL;1241;;0
6;LC;118144;C;23;0;;2.43295;0.90091;0.13239;AZUL;1241;;0
3;LC;140652;E;5;0;;1.55494;0.70223;0.21103;AZUL;1241;1;0
32;LC;141423;E;20;0;;2.43139;0.95743;0.24644;BRANCA;1284;;0
17;LC;141451;E;21;0;;1.25105;0.70685;0.20051;BRANCA;1284;;0
1;LC;140708;A;5;0;;2.51157;0.79309;0.17248;AMARELA;1285;0;0
43;LC;9969;A;15;0;;1.20199;1.042;0.193;AMARELA;1285;;0
168;MT;87686;E;29;0;;1.94508;1.67467;0.08764;LARANJA;1257;;0
167;MT;82327;B;21;0;;2.37767;2.75304;0.28057;LARANJA;1257;;0
156;MT;14661;C;11;0;;2.1714;0.98005;0.19773;LARANJA;1257;;0
148;MT;37312;D;4;0;;1.84465;0.56332;0.22289;LARANJA;1257;;0
179;MT;81743;D;2;0;;1.72431;0.7783;0.18886;CINZA;1214;;0
176;MT;141570;B;20;0;;1.79257;0.86167;0.17314;CINZA;1214;;0
168;MT;141582;C;30;0;;1.46956;2.91942;0.24283;CINZA;1214;;0
164;MT;14366;C;1;0;;1.52531;0.63295;0.18496;CINZA;1214;;0
140;MT;86360;D;17;1;Bis<0,01 e Problemas na convergência;;;;CINZA;1214;;0
136;MT;126039;E;6;0;;1.55327;-0.28917;0.18185;ROSA;1215;;0
90;CH;140440;E;16;0;;2.59177;-0.2033;0.17587;ROSA;1194;;0
38;LC;11815;C;13;0;;1.24801;0.998;0.194;AMARELA;1285;;0
29;LC;141394;B;23;0;;1.70264;0.93679;0.19894;AMARELA;1285;;0
134;CN;13403;B;29;0;;1.19366;1.44063;0.11523;LEITOR TELA;1310;;0
133;CN;88089;C;28;0;;1.81565;0.85403;0.17723;LEITOR TELA;1310;;0
21;LC;140921;B;29;0;;1.98881;0.13165;0.16935;BRANCA;1244;;0
155;MT;111560;A;15;0;;2.34866;1.28885;0.1796;CINZA;1294;;0
150;MT;82327;B;21;0;;2.37767;2.75304;0.28057;CINZA;1294;;0
146;MT;141563;E;7;0;;2.0018;1.46283;0.23942;CINZA;1294;;0
139;MT;117594;D;14;0;;2.85622;2.39663;0.21409;CINZA;1294;;0
138;MT;96099;B;1;0;;2.10364;1.58069;0.19261;CINZA;1294;;0
177;MT;125975;A;6;0;;1.42997;1.57887;0.13599;AMARELA;1295;;0
180;MT;96099;B;1;0;;2.10364;1.58069;0.19261;AMARELA;1296;;0
64;CH;141131;B;26;0;;2.78931;0.82081;0.25733;LARANJA;1198;;1
33;LC;140918;A;26;0;;2.96562;0.57507;0.16642;ROSA;1206;;0
88;CH;140184;B;23;0;;2.24911;0.26187;0.21039;ROSA;1234;;0
81;CH;140576;B;21;0;;1.33537;-0.77276;0.19854;ROSA;1234;;0
130;CN;84422;D;4;0;;1.25458;0.14732;0.00556;ROSA;1225;;0
121;CN;117711;A;14;0;;2.18942;2.20856;0.13524;ROSA;1225;;0
105;CN;97767;D;6;0;;1.78472;1.98863;0.10818;ROSA;1225;;0
89;CH;140611;A;19;0;;1.72609;-0.17378;0.1911;BRANCA;1273;;0
133;CN;88089;C;28;0;;1.81565;0.85403;0.17723;AMARELA;1265;;0
84;CH;141387;B;25;0;;2.50523;-0.04116;0.18539;LARANJA;1278;;1
49;CH;140539;E;7;0;;2.09613;0.22557;0.2149;LEITOR TELA;1280;;0
4;LC;140614;C;8;0;;2.25894;1.00728;0.17726;AZUL;1241;0;0
6;LC;140909;A;27;0;;2.0402;0.915;0.1813;BRANCA;1244;;0
27;LC;141405;C;4;0;;1.30934;-0.45847;0.20553;AMARELA;1245;;0
129;CN;60991;D;25;0;;3.56699;1.70996;0.19228;LARANJA;1268;;1
120;CN;117828;B;19;0;;2.80401;1.5881;0.34028;LARANJA;1268;;1
172;MT;15451;D;24;0;;2.088;1.815;0.224;LARANJA;1297;;0
101;CN;85789;C;7;0;;3.69143;1.47336;0.20493;LARANJA;1267;;0
84;CH;63858;C;4;0;;2.12258;0.82426;0.22694;BRANCA;1273;;0
83;CH;141129;A;14;0;;2.76836;0.6298;0.17991;BRANCA;1273;;0
137;MT;81329;D;19;0;;2.97925;1.78747;0.19488;ROSA;1253;;0
136;MT;14434;C;4;0;;1.22381;2.26427;0.1642;CINZA;1254;;0
58;CH;141129;A;14;0;;2.76836;0.6298;0.17991;AMARELA;1275;;0
49;CH;140539;E;7;0;;2.09613;0.22557;0.2149;AMARELA;1275;;0
46;CH;140165;B;1;0;;1.08066;0.19929;0.20308;AMARELA;1276;;0
63;CH;118069;B;17;0;;1.626;1.23129;0.18301;AMARELA;1236;;0
37;LC;141215;D;12;0;;2.56885;1.16647;0.1452;AMARELA;1246;;0
36;LC;140848;B;19;0;;1.22583;0.23244;0.19294;AMARELA;1246;;0
136;MT;55880;B;28;0;;1.83744;2.4295;0.10941;AZUL;1291;;0
73;CH;140194;A;23;0;;1.5807;1.18538;0.13863;AMARELA;1192;;0
10;LC;141212;B;11;0;;1.8902;0.53683;0.20416;LEITOR TELA;1210;;0
1;LC;140649;B;5;0;;2.23798;0.86091;0.18548;LEITOR TELA;1210;1;0
35;LC;140905;B;28;0;;2.28551;2.41311;0.221;ROSA;1203;;0
19;LC;120648;C;14;0;;1.82581;1.45066;0.12254;ROSA;1203;;0
17;LC;141229;A;14;0;;2.6904;1.08302;0.17386;ROSA;1203;;0
142;MT;117634;A;14;0;;3.29744;2.42208;0.14073;AZUL;1211;;0
149;MT;14994;E;28;0;;2.70307;1.3682;0.16099;AMARELA;1212;;0
141;MT;84857;C;3;0;;2.39559;1.53865;0.11866;AMARELA;1212;;0
105;CN;97767;D;6;0;;1.78472;1.98863;0.10818;ROSA;1226;;0
97;CN;26042;D;19;0;;3.9865;1.63479;0.19026;ROSA;1226;;0
95;CN;43890;E;27;0;;3.63689;1.43988;0.1836;ROSA;1226;;0
93;CN;126604;D;12;0;;3.09202;0.32873;0.1577;ROSA;1226;;0
110;CN;43890;E;27;0;;3.63689;1.43988;0.1836;CINZA;1224;;0
128;CN;89769;D;30;0;;2.21757;2.35841;0.11592;ROSA;1226;;0
13;LC;141243;A;11;0;;2.00614;-0.27647;0.09754;VERDE;1314;;0
59;CH;63858;C;4;0;;2.12258;0.82426;0.22694;AMARELA;1275;;0
87;CH;141345;E;26;0;;1.64714;-0.15918;0.19597;AMARELA;1276;;0
53;CH;141070;E;8;0;;1.69043;0.2202;0.19072;AMARELA;1276;;0
115;CN;111466;A;1;0;;3.38485;2.02004;0.18168;VERDE;1318;;0
109;CN;97149;A;17;0;;0.99037;1.55817;0.20321;VERDE;1318;;0
125;CN;89675;C;9;0;;2.45026;2.11499;0.18741;AMARELA;1302;;0
123;CN;14364;E;22;0;;1.30204;-0.26232;0.10055;AMARELA;1302;;0
115;CN;11543;E;12;0;;1.97133;0.18515;0.1645;AMARELA;1302;;0
96;CN;111662;D;12;0;;2.43262;2.4702;0.29927;AMARELA;1302;;0
93;CN;63131;C;20;0;;3.05747;2.28881;0.29517;AMARELA;1302;;0
115;CN;13234;B;17;0;;1.03245;1.23487;0.12791;ROSA;1264;;0
128;CN;40431;B;24;0;;2.92795;1.7851;0.12882;AMARELA;1265;;0
80;CH;141466;C;20;0;;2.82802;0.97492;0.32247;LEITOR TELA;1280;;0
73;CH;141021;B;24;0;;2.15539;2.47587;0.28708;LEITOR TELA;1280;;0
3;LC;140718;E;8;0;;2.73373;0.00161;0.19391;AMARELA;1282;1;0
27;LC;141405;C;4;0;;1.30934;-0.45847;0.20553;AMARELA;1285;;0
42;LC;140926;D;26;0;;1.95105;-0.13372;0.19557;ROSA;1243;;0
30;LC;14898;A;25;0;;1.62348;1.05337;0.21956;ROSA;1243;;0
24;LC;140835;B;20;0;;3.6215;-0.18111;0.18705;AMARELA;1245;;0
91;CN;126533;A;1;0;;1.97611;1.97226;0.15173;LARANJA;1267;;0
145;MT;125965;C;10;0;;2.47907;0.45055;0.17829;LARANJA;1298;;1
64;CH;140153;D;1;0;;2.45957;2.43937;0.13227;ROSA;1234;;0
54;CH;141028;D;10;0;;2.27674;0.22219;0.20185;ROSA;1234;;0
51;CH;141354;B;3;0;;1.93619;-0.42999;0.19883;ROSA;1234;;0
49;CH;140539;E;7;0;;2.09613;0.22557;0.2149;ROSA;1234;;0
90;CH;140588;B;28;0;;2.21675;0.28898;0.20874;AMARELA;1235;;0
111;CN;141760;D;13;0;;2.4239;1.19043;0.26425;LEITOR TELA;1270;;0
109;CN;111662;D;12;0;;2.43262;2.4702;0.29927;LEITOR TELA;1270;;0
100;CN;14943;A;5;0;;1.62506;1.77927;0.09398;LEITOR TELA;1270;;0
46;CH;140165;B;1;0;;1.08066;0.19929;0.20308;LARANJA;1277;;0
137;MT;15451;D;24;0;;2.088;1.815;0.224;AZUL;1291;;0
120;CN;83552;D;7;0;;2.40735;1.62185;0.13073;VERDE;1229;;0
127;CN;86347;B;28;0;;3.97355;1.19295;0.12256;LEITOR TELA;1230;;0
6;LC;16384;A;1;0;;1.35809;0.9065;0.15984;LARANJA;1208;;1
4;LC;141707;A;7;0;;1.24572;1.98521;0.17301;ROSA;1203;1;0
2;LC;140736;D;8;0;;2.40685;0.91466;0.10159;ROSA;1203;0;0
141;MT;126028;B;7;0;;2.33037;1.91643;0.0839;ROSA;1213;;0
50;CH;141118;C;7;0;;2.58516;0.39346;0.17772;ROSA;1194;;0
79;CH;141123;D;3;0;;0.76651;1.69321;0.09277;ROSA;1196;;0
78;CH;140815;C;28;0;;1.15078;0.24134;0.01092;ROSA;1196;;0
77;CH;125684;B;16;0;;3.5628;0.50483;0.22204;ROSA;1196;;0
28;LC;141448;C;19;0;;0.99432;-0.13224;0.02226;AZUL;1201;;0
27;LC;141814;A;18;0;;1.22374;0.19619;0.20612;AZUL;1201;;0
92;CN;60332;E;10;0;;3.39558;1.60649;0.08851;ROSA;1226;;0
63;CH;140528;A;18;0;;3.7616;0.50306;0.17834;AZUL;1231;;0
92;CN;60332;E;10;0;;3.39558;1.60649;0.08851;LARANJA;1228;;1
159;MT;32176;B;25;0;;2.26313;1.23798;0.16267;ROSA;1215;;0
137;MT;85504;B;21;0;;2.21375;1.82985;0.15414;ROSA;1215;;0
150;MT;48324;B;8;0;;2.09451;2.44818;0.25838;LARANJA;1217;;0
86;CH;140544;C;6;0;;3.93201;1.29457;0.20117;BRANCA;1233;;0
38;LC;11815;C;13;0;;1.24801;0.998;0.194;ROSA;1283;;0
74;CH;12445;A;15;0;;1.893;0.675;0.185;AMARELA;1235;;0
169;MT;141563;E;7;0;;2.0018;1.46283;0.23942;LARANJA;1258;;1
163;MT;125959;B;23;0;;2.2547;1.1525;0.16991;LEITOR TELA;1260;;0
145;MT;125965;C;10;0;;2.47907;0.45055;0.17829;LEITOR TELA;1260;;0
135;CN;82828;A;3;0;;2.87792;1.6912;0.05316;AZUL;1261;;0
130;CN;88570;C;4;0;;2.24692;1.39111;0.18364;AZUL;1261;;0
57;CH;141116;C;15;0;;3.91893;0.65977;0.17428;BRANCA;1233;;0
100;CN;14943;A;5;0;;1.62506;1.77927;0.09398;LEITOR TELA;1310;;0
36;LC;140899;D;29;0;;1.22127;1.21426;0.22043;ROSA;1205;;0
3;LC;15035;A;6;0;;1.77757;-0.01459;0.17756;ROSA;1205;1;0
37;LC;118195;B;30;0;;1.67063;-0.06011;0.08734;ROSA;1206;;0
67;CH;140571;B;4;0;;2.01758;1.4703;0.23595;ROSA;1195;;0
121;CN;117711;A;14;0;;2.18942;2.20856;0.13524;VERDE;1229;;0
176;MT;141566;C;9;0;;2.25456;2.26979;0.24366;LEITOR TELA;1220;;0
173;MT;81946;C;26;0;;1.52639;1.16539;0.05545;LEITOR TELA;1220;;0
170;MT;14410;E;4;0;;2.38237;1.88674;0.10321;LEITOR TELA;1220;;0
118;CN;60689;C;18;0;;3.51837;1.46881;0.26943;AZUL;1221;;0
69;CH;140430;A;27;0;;3.07524;1.19358;0.14876;LEITOR TELA;1200;;0
66;CH;141142;D;30;0;;3.20901;-0.05645;0.29486;LEITOR TELA;1200;;0
62;CH;63635;C;1;0;;0.71667;1.29861;0.03594;LEITOR TELA;1200;;0
172;MT;98278;E;27;0;;1.71891;2.19574;0.08744;LARANJA;1217;;0
57;CH;140581;E;8;0;;2.88883;0.67105;0.18912;LEITOR TELA;1200;;0
56;CH;140453;A;17;0;;3.06915;0.94872;0.17725;LEITOR TELA;1200;;0
53;CH;141104;A;13;0;;3.50089;0.56073;0.15911;LEITOR TELA;1200;;0
41;LC;140869;E;24;0;;1.15309;1.88931;0.22049;AMARELA;1202;;0
40;LC;141474;D;23;0;;1.63551;0.00891;0.2048;AMARELA;1202;;0
36;LC;140949;C;16;0;;1.43175;0.80537;0.12273;AMARELA;1202;;0
141;MT;126028;B;7;0;;2.33037;1.91643;0.0839;LARANJA;1218;;1
175;MT;16795;D;16;0;;1.05676;1.98507;0.08392;VERDE;1219;;0
171;MT;141567;D;24;0;;1.18793;1.75696;0.15183;VERDE;1219;;0
129;CN;111665;C;20;0;;3.83841;1.04691;0.14482;LEITOR TELA;1230;;0
42;LC;140884;A;17;0;;1.35926;1.14954;0.23381;VERDE;1209;;0
34;LC;120115;D;27;0;;3.23823;0.59679;0.20038;VERDE;1209;;0
68;CH;140543;E;8;0;;0.81816;1.56049;0.23382;LARANJA;1197;;0
80;CH;125687;D;9;0;;2.40144;0.606;0.21265;AMARELA;1192;;0
73;CH;140657;A;29;0;;1.46885;0.7104;0.193;AZUL;1191;;0
89;CH;140453;A;17;0;;3.06915;0.94872;0.17725;BRANCA;1193;;0
88;CH;125687;D;9;0;;2.40144;0.606;0.21265;BRANCA;1193;;0
48;CH;118063;C;26;0;;2.59313;0.08088;0.14645;LARANJA;1197;;0
86;CH;140534;D;6;0;;2.79594;0.44013;0.15523;LARANJA;1198;;1
58;CH;48754;A;21;0;;2.43245;0.67281;0.278;VERDE;1199;;0
22;LC;140858;C;16;0;;2.59213;1.19798;0.23009;ROSA;1205;;0
77;CH;141388;C;24;0;;1.83018;0.5613;0.10742;AMARELA;1192;;0
28;LC;140987;C;22;0;;1.84344;1.65132;0.12303;LARANJA;1207;;0
24;LC;140959;C;17;0;;3.54204;2.45238;0.11597;VERDE;1313;;0
8;LC;140920;E;3;0;;1.41999;0.67926;0.21271;VERDE;1313;;0
5;LC;141715;E;8;0;;2.65505;0.51608;0.18619;VERDE;1313;1;0
132;CN;117887;E;12;0;;2.73097;0.32923;0.13662;ROSA;1226;;0
41;LC;141423;E;20;0;;2.43139;0.95743;0.24644;LARANJA;1248;;1
40;LC;141467;E;22;0;;2.80475;0.9347;0.17052;LARANJA;1248;;1
34;LC;140909;A;27;0;;2.0402;0.915;0.1813;LARANJA;1248;;1
31;LC;140921;B;29;0;;1.98881;0.13165;0.16935;LARANJA;1248;;1
27;LC;141405;C;4;0;;1.30934;-0.45847;0.20553;LARANJA;1248;;1
164;MT;96489;B;5;0;;1.95326;0.87566;0.13053;AZUL;1291;;0
159;MT;26888;C;12;0;;1.83542;2.96824;0.30697;AZUL;1291;;0
154;MT;96099;B;1;0;;2.10364;1.58069;0.19261;AZUL;1291;;0
21;LC;140885;A;15;0;;3.32492;0.4163;0.18782;LARANJA;1207;;0
46;CH;140612;C;6;0;;1.82461;0.19307;0.25114;AZUL;1191;;0
180;MT;96099;B;1;0;;2.10364;1.58069;0.19261;LEITOR TELA;1300;;0
93;CN;14425;A;30;0;;1.15501;0.25068;0.12671;AZUL;1301;;0
130;CN;11543;E;12;0;;1.97133;0.18515;0.1645;CINZA;1303;;0
127;CN;97670;D;10;0;;1.79447;0.29152;0.16547;CINZA;1303;;0
119;CN;89877;E;30;0;;2.64928;1.83585;0.205;CINZA;1303;;0
